Temperature,Vibration,Current,RPM,Fault
63.24,3.74,9.35,1463.67,0
61.0,3.79,13.41,1375.18,1
44.5,2.14,8.19,1393.6,0
43.74,3.67,11.94,1440.76,0
66.92,4.05,8.23,1388.33,1
60.47,2.14,11.58,1487.17,0
99.08,8.47,18.01,1255.8,2
64.07,3.27,12.45,1421.93,1
60.56,1.86,5.18,1382.66,0
76.1,8.01,8.45,1407.08,1
84.59,7.9,13.84,1380.07,1
51.87,4.39,11.93,1444.67,0
60.3,2.39,7.19,1479.46,0
48.26,2.66,8.04,1411.7,0
61.3,1.09,9.38,1409.14,0
106.52,12.45,23.92,1305.8,2
40.99,3.24,7.58,1488.63,0
49.82,1.11,9.08,1351.7,0
51.13,5.0,10.85,1484.02,0
45.43,2.41,8.44,1363.73,0
42.98,2.48,11.68,1492.72,0
51.23,4.16,7.32,1495.29,0
57.84,3.71,5.12,1368.37,0
77.81,4.87,13.62,1364.07,1
59.37,2.25,5.79,1429.72,0
49.01,2.18,10.93,1427.18,0
51.7,1.37,10.54,1361.32,0
57.8,1.16,8.47,1479.3,0
51.4,3.9,11.73,1361.79,0
55.49,4.4,6.62,1421.95,0
48.82,3.59,6.63,1389.79,0
56.2,1.29,7.01,1435.43,0
67.12,3.2,12.45,1315.36,1
50.96,1.95,9.76,1441.25,0
70.01,4.62,12.97,1442.7,1
108.18,10.95,15.36,1102.44,2
80.26,14.35,18.41,1191.53,2
64.95,2.72,10.08,1454.01,0
57.06,3.12,5.58,1392.79,0
67.32,5.42,15.64,1342.25,1
40.44,4.98,5.51,1419.23,0
53.98,2.23,5.68,1484.52,0
83.07,6.07,8.02,1343.76,1
57.39,3.82,9.78,1408.92,0
59.63,3.79,7.48,1483.11,0
58.65,3.08,6.88,1466.49,0
94.94,14.16,23.24,1117.55,2
76.81,6.37,15.58,1364.36,1
52.43,1.16,11.25,1499.75,0
52.73,2.26,10.81,1431.85,0
82.24,8.66,15.68,1368.65,1
52.0,4.46,7.49,1465.29,0
71.61,3.51,10.92,1294.69,1
69.02,6.59,11.4,1291.42,1
42.06,3.72,9.58,1390.99,0
50.06,1.09,9.12,1368.31,0
63.75,2.14,5.57,1473.92,0
50.18,2.73,11.46,1453.88,0
44.99,1.27,7.37,1362.26,0
44.83,1.54,7.55,1441.05,0
58.27,4.93,6.8,1448.13,0
44.27,2.07,8.56,1372.12,0
76.42,7.81,10.72,1418.52,1
54.79,3.73,11.9,1491.39,0
61.69,6.19,10.55,1296.07,1
40.01,1.23,8.87,1392.82,0
54.13,4.43,5.82,1467.85,0
63.05,2.72,5.27,1446.49,0
46.93,4.45,6.98,1453.01,0
83.52,5.42,8.4,1320.73,1
44.45,1.69,9.31,1434.54,0
45.38,4.44,10.25,1403.03,0
80.59,4.32,8.52,1405.6,1
60.7,4.6,7.02,1398.15,0
61.14,3.93,7.91,1483.33,0
72.26,4.61,12.01,1443.67,1
102.71,8.72,22.77,1285.68,2
90.14,10.18,20.06,1196.69,2
48.94,4.38,8.17,1458.97,0
58.91,2.03,9.85,1355.96,0
58.48,2.68,11.17,1457.59,0
74.29,8.09,8.47,1300.31,1
40.81,2.44,10.94,1407.6,0
57.17,3.06,11.08,1499.53,0
64.79,5.47,14.35,1388.05,1
58.32,4.27,15.8,1403.5,1
62.43,1.54,6.75,1431.41,0
40.97,1.14,10.82,1438.72,0
48.01,3.98,11.8,1415.71,0
81.65,10.06,16.92,1104.51,2
56.54,3.88,6.79,1363.39,0
81.42,6.64,14.89,1282.62,1
107.29,11.52,18.28,1262.17,2
51.08,2.99,8.04,1431.2,0
58.09,4.26,8.54,1409.87,0
50.27,3.88,8.58,1491.53,0
58.78,4.93,5.05,1445.11,0
44.31,2.06,8.51,1475.66,0
46.12,4.77,7.57,1449.7,0
44.84,1.89,9.96,1356.07,0
101.52,9.47,22.92,1170.86,2
47.53,3.99,8.52,1384.83,0
75.17,14.66,21.39,1290.94,2
43.27,4.72,5.66,1350.61,0
102.79,8.92,21.15,1234.63,2
85.34,13.38,21.25,1184.03,2
44.05,2.74,10.4,1467.11,0
44.32,3.2,9.33,1489.16,0
67.43,7.55,11.77,1319.62,1
40.48,2.5,9.94,1423.13,0
57.57,4.86,8.18,1444.87,0
51.36,4.15,6.35,1372.83,0
64.62,2.74,11.29,1380.76,0
77.05,13.18,22.27,1308.36,2
52.72,2.25,11.78,1470.13,0
86.97,12.43,24.32,1122.55,2
77.87,7.1,15.29,1363.17,1
81.55,6.69,8.5,1416.68,1
54.81,2.19,5.39,1350.38,0
64.25,4.48,15.24,1280.3,1
51.54,3.77,11.75,1468.43,0
62.66,2.85,7.22,1450.03,0
41.85,4.37,11.73,1410.83,0
62.81,3.63,7.52,1403.66,0
59.54,5.4,11.86,1340.47,1
63.7,4.12,11.25,1404.2,1
53.9,2.31,8.1,1447.04,0
40.55,2.2,8.52,1358.43,0
92.73,13.52,15.29,1260.18,2
45.44,1.55,8.86,1440.81,0
52.33,2.18,7.28,1494.14,0
40.74,4.93,6.65,1405.06,0
56.23,7.23,13.24,1325.14,1
51.99,1.92,10.57,1490.91,0
64.0,3.21,10.92,1397.97,0
58.56,2.32,10.06,1456.15,0
58.69,2.13,5.14,1431.18,0
99.34,10.79,17.81,1151.75,2
43.09,3.91,10.28,1389.75,0
53.24,3.53,6.15,1358.0,0
54.39,3.34,10.36,1450.21,0
64.47,1.67,10.19,1355.99,0
43.59,3.84,8.74,1371.58,0
63.72,3.48,6.61,1407.61,0
53.72,3.38,6.45,1381.25,0
57.96,4.65,10.98,1297.66,1
56.92,7.29,12.22,1433.15,1
43.22,1.01,10.21,1377.94,0
77.49,7.55,13.22,1366.2,1
55.57,4.06,11.53,1416.46,0
61.79,2.94,7.14,1427.65,0
46.41,2.42,9.72,1359.38,0
60.22,3.62,6.16,1407.72,0
77.06,8.42,8.44,1357.53,1
43.65,1.18,6.12,1493.63,0
56.08,2.83,8.82,1491.22,0
59.93,1.84,8.94,1380.07,0
58.62,1.19,5.32,1471.63,0
56.12,3.69,9.75,1366.39,0
68.14,5.05,12.37,1295.53,1
84.05,10.36,19.02,1111.27,2
41.31,4.12,5.97,1369.93,0
40.14,1.17,6.71,1367.14,0
62.9,2.81,9.38,1441.33,0
57.38,4.78,10.42,1474.72,0
43.04,2.06,10.85,1485.56,0
42.23,2.75,6.62,1393.68,0
91.38,10.59,23.52,1138.89,2
47.36,3.46,10.38,1417.49,0
47.59,4.15,10.12,1446.92,0
62.95,1.8,10.16,1402.14,0
41.28,1.93,8.44,1396.54,0
62.18,2.69,10.99,1467.45,0
51.27,2.06,7.38,1486.13,0
62.74,3.28,10.34,1471.77,0
60.71,2.89,10.81,1459.45,0
46.21,3.82,7.99,1416.38,0
44.17,4.19,10.04,1362.92,0
57.01,4.56,5.29,1360.73,0
43.51,2.94,5.19,1425.82,0
53.05,2.74,6.34,1423.23,0
54.9,2.89,6.94,1492.92,0
64.5,3.13,9.8,1402.08,0
40.97,3.45,5.63,1456.55,0
56.36,2.02,8.02,1358.51,0
63.39,4.42,7.49,1377.43,0
82.6,13.82,22.09,1311.81,2
60.26,4.01,6.72,1388.73,0
42.31,3.27,7.68,1356.97,0
57.58,4.62,8.4,1494.24,0
83.26,7.44,8.69,1393.76,1
62.22,2.52,11.36,1416.21,0
45.68,3.18,9.86,1427.28,0
44.38,2.04,10.24,1374.59,0
55.36,1.42,9.68,1421.77,0
61.5,8.43,14.33,1336.63,1
47.73,3.55,5.7,1370.29,0
59.73,4.8,7.64,1436.57,0
80.61,3.46,10.75,1396.81,1
45.12,3.81,8.65,1385.05,0
42.0,2.9,5.07,1362.71,0
57.03,4.52,5.18,1458.78,0
57.2,3.1,11.13,1424.78,0
67.43,4.16,14.02,1417.81,1
42.19,2.35,6.05,1440.67,0
45.09,2.36,8.34,1394.41,0
52.81,4.65,8.59,1373.6,0
56.34,3.61,7.68,1382.9,0
55.88,3.5,5.93,1408.54,0
82.1,4.34,8.47,1295.36,1
97.3,10.34,17.5,1146.09,2
61.75,5.86,9.06,1347.16,1
64.26,4.55,6.65,1443.15,0
50.36,3.52,10.48,1452.76,0
99.27,12.1,18.22,1195.27,2
83.24,8.29,12.12,1411.69,1
51.11,3.82,8.53,1366.74,0
80.9,5.19,12.2,1299.96,1
51.4,1.28,10.59,1386.5,0
49.66,4.67,7.58,1487.55,0
51.21,3.1,5.6,1470.9,0
63.35,4.63,6.09,1473.39,0
54.31,2.81,10.74,1401.62,0
73.45,4.4,12.19,1396.6,1
102.13,11.74,21.53,1161.77,2
59.44,3.86,8.78,1407.51,0
106.82,13.74,23.88,1143.83,2
41.6,3.77,5.42,1472.62,0
63.98,7.84,12.27,1414.97,1
41.3,2.35,5.94,1359.51,0
63.57,1.73,6.36,1447.06,0
42.09,3.02,6.05,1466.81,0
79.33,9.78,17.62,1225.61,2
48.93,2.34,8.49,1455.37,0
58.08,3.29,8.41,1454.71,0
54.13,2.86,11.8,1441.28,0
62.51,4.79,5.26,1394.12,0
50.26,1.14,11.15,1470.4,0
62.75,2.28,5.76,1479.68,0
42.89,1.85,5.68,1391.34,0
57.16,3.97,10.45,1406.21,0
81.02,5.05,13.28,1373.34,1
78.1,9.37,15.45,1171.57,2
49.66,2.22,9.16,1399.89,0
54.15,4.67,10.61,1417.67,0
58.8,3.29,15.02,1293.57,1
58.54,1.6,7.6,1480.54,0
55.79,4.52,6.25,1460.66,0
76.72,11.09,19.52,1166.14,2
78.13,5.76,13.83,1345.82,1
106.79,11.26,16.42,1139.18,2
74.69,7.56,11.32,1440.21,1
43.39,3.07,5.79,1490.1,0
79.09,5.98,14.29,1410.17,1
80.32,7.04,10.44,1286.06,1
84.26,14.63,24.61,1279.0,2
53.08,2.23,10.74,1358.52,0
105.29,14.21,21.86,1135.18,2
85.64,13.19,22.14,1164.83,2
47.43,2.22,11.19,1458.57,0
49.61,2.95,9.57,1492.58,0
81.42,3.45,11.57,1383.22,1
49.17,3.48,6.12,1495.2,0
74.32,3.7,10.99,1303.6,1
63.1,3.71,9.05,1364.13,1
81.01,7.04,8.38,1376.27,1
51.84,4.42,7.38,1480.45,0
48.91,4.53,5.86,1421.03,0
40.51,4.07,7.81,1472.42,0
59.85,3.08,12.77,1440.2,1
63.52,2.95,8.24,1467.76,0
60.0,4.7,11.12,1401.26,0
56.39,3.24,6.35,1385.02,0
53.54,4.05,10.84,1416.07,0
94.52,11.96,17.98,1228.59,2
100.08,12.78,20.59,1127.71,2
61.36,7.96,10.83,1313.27,1
43.38,2.0,9.78,1407.89,0
56.67,2.95,10.27,1378.61,0
59.43,3.84,6.44,1367.38,0
55.2,3.13,10.29,1459.34,0
87.86,11.67,16.62,1261.91,2
77.98,10.7,15.71,1146.37,2
45.46,4.57,5.85,1444.44,0
105.99,13.32,19.01,1181.48,2
98.62,13.27,17.46,1248.25,2
57.7,8.69,14.85,1421.4,1
50.42,2.72,9.74,1350.11,0
43.19,1.13,7.22,1376.23,0
67.07,6.99,15.47,1283.51,1
42.05,1.5,10.85,1448.68,0
48.55,4.85,8.11,1423.36,0
66.91,5.86,9.97,1408.39,1
56.13,6.68,14.93,1286.98,1
52.83,4.64,7.45,1400.38,0
61.22,8.09,11.37,1316.78,1
98.48,10.84,15.76,1231.71,2
59.85,4.58,10.12,1372.32,0
53.55,2.84,8.49,1360.83,0
52.65,2.36,11.16,1499.1,0
52.7,1.92,8.6,1452.5,0
59.12,3.33,5.77,1425.27,0
86.84,8.08,24.87,1207.9,2
55.67,4.98,9.2,1489.01,0
62.94,4.58,11.36,1460.94,0
57.3,1.56,7.91,1432.29,0
61.2,2.47,9.14,1425.57,0
53.94,4.56,9.16,1487.94,0
52.94,3.76,9.55,1484.62,0
56.87,2.99,10.76,1377.5,0
76.08,6.82,11.67,1359.4,1
49.75,3.69,9.83,1356.89,0
45.95,2.34,11.6,1470.73,0
59.06,2.32,10.26,1405.75,0
43.57,4.1,6.66,1360.25,0
48.74,3.83,8.32,1388.49,0
63.48,2.82,5.71,1451.12,0
47.48,3.56,11.76,1382.08,0
63.55,3.16,10.89,1428.84,0
46.09,4.37,6.47,1360.88,0
81.88,5.49,8.14,1426.5,1
99.92,13.19,19.99,1204.44,2
44.23,2.98,9.64,1424.6,0
52.81,2.95,9.38,1491.93,0
98.46,12.62,24.19,1318.95,2
84.99,11.72,22.43,1102.97,2
75.64,10.57,22.29,1193.97,2
44.61,1.16,5.15,1466.17,0
82.0,5.82,9.92,1440.68,1
61.1,4.22,9.1,1480.24,0
108.38,10.47,15.43,1139.4,2
49.86,1.4,10.33,1404.8,0
45.77,3.97,8.72,1471.36,0
51.06,3.37,8.51,1397.67,0
48.46,4.74,11.39,1381.4,0
64.43,1.41,5.06,1415.04,0
64.53,4.56,6.34,1391.33,0
63.68,6.98,11.41,1431.15,1
69.21,5.68,8.06,1419.3,1
98.46,14.52,18.98,1309.66,2
55.29,8.8,10.73,1448.37,1
63.51,4.07,11.78,1489.4,0
53.46,1.17,9.77,1403.73,0
51.16,3.62,8.03,1392.48,0
52.51,4.42,9.12,1391.53,0
59.78,3.3,6.86,1450.13,0
58.72,2.77,7.64,1399.96,0
62.46,3.98,7.38,1392.62,0
52.44,1.82,9.14,1377.92,0
64.85,3.73,11.15,1354.56,0
63.87,2.18,8.42,1407.64,0
45.54,2.16,6.28,1379.68,0
79.22,7.71,9.04,1347.53,1
63.37,1.47,6.75,1489.42,0
59.6,4.44,9.23,1414.32,0
52.01,4.23,7.96,1470.3,0
48.65,2.48,11.91,1356.02,0
62.38,3.67,10.51,1418.15,0
58.35,2.14,7.22,1396.5,0
73.31,4.02,15.24,1314.11,1
57.46,4.42,11.71,1421.14,0
45.64,2.54,11.58,1479.04,0
40.76,2.34,6.86,1468.32,0
62.16,4.15,11.73,1468.65,0
61.32,1.11,5.72,1367.42,0
62.96,4.99,11.62,1459.41,0
80.51,5.6,15.43,1380.35,1
106.2,11.34,20.21,1216.4,2
46.2,1.97,11.94,1463.52,0
51.15,2.36,8.27,1414.38,0
79.37,5.39,12.33,1371.79,1
82.17,13.26,18.22,1259.56,2
44.24,3.61,9.28,1468.18,0
61.15,4.46,10.29,1386.37,0
43.52,4.21,5.52,1498.03,0
40.82,5.0,10.33,1400.81,0
62.24,2.76,11.31,1462.6,0
48.49,4.74,6.15,1356.32,0
50.26,3.02,11.77,1449.24,0
61.41,6.04,14.73,1404.58,1
50.66,3.6,8.62,1406.44,0
64.43,2.34,11.88,1359.75,0
78.13,12.81,19.94,1185.28,2
56.37,1.17,7.13,1451.1,0
64.7,8.63,8.61,1443.41,1
75.65,8.48,13.71,1442.17,1
49.08,3.52,9.72,1381.6,0
63.92,3.0,8.03,1418.65,0
48.24,1.55,10.07,1374.03,0
40.74,4.01,11.81,1443.04,0
55.04,1.24,7.89,1431.99,0
42.61,3.9,6.66,1370.67,0
43.42,1.62,11.78,1450.98,0
54.65,1.96,9.11,1485.05,0
62.44,3.62,11.17,1422.79,0
84.56,6.3,8.95,1341.42,1
55.02,4.85,9.93,1319.71,1
106.06,10.23,23.24,1135.58,2
47.31,3.21,7.23,1413.64,0
59.65,2.51,5.7,1445.07,0
71.44,6.28,10.28,1314.21,1
54.66,3.02,9.28,1352.72,0
76.74,10.09,24.42,1316.37,2
61.11,1.39,8.42,1372.51,0
62.43,3.22,9.83,1442.92,0
54.87,1.08,7.79,1464.62,0
46.34,1.36,6.9,1465.19,0
48.54,1.38,6.54,1383.57,0
49.31,1.27,7.59,1419.64,0
45.01,1.29,5.33,1441.81,0
54.95,1.69,5.73,1451.83,0
74.57,5.73,11.06,1440.03,1
55.26,3.86,6.91,1412.03,0
78.65,5.85,10.47,1366.19,1
54.04,3.86,10.1,1449.98,0
63.41,1.07,8.06,1353.24,0
101.26,12.01,22.01,1150.75,2
94.71,12.89,23.01,1258.62,2
56.77,1.9,6.68,1436.21,0
57.93,3.15,8.56,1386.47,0
43.08,4.95,7.21,1367.3,0
43.72,3.44,6.62,1462.38,0
78.64,3.21,15.25,1436.14,1
55.73,1.77,7.5,1458.47,0
65.64,7.87,15.38,1441.0,1
47.63,4.38,9.37,1394.02,0
62.65,2.29,8.34,1383.9,0
109.7,9.46,18.55,1247.23,2
50.26,4.02,6.6,1361.55,0
52.2,1.53,6.83,1412.86,0
48.5,3.9,5.46,1397.29,0
47.02,1.83,8.62,1350.83,0
52.19,1.55,9.71,1439.42,0
48.53,3.79,11.92,1453.35,0
61.76,4.76,5.55,1402.35,0
57.36,1.28,10.22,1400.7,0
71.53,3.67,14.48,1409.3,1
40.2,3.52,8.13,1370.14,0
41.77,4.07,5.5,1488.32,0
49.15,2.1,6.39,1379.8,0
49.37,4.7,10.8,1366.35,0
54.88,4.49,5.33,1407.82,0
46.51,1.64,6.12,1360.57,0
45.19,4.06,11.55,1357.92,0
42.19,2.96,11.69,1472.86,0
51.29,3.19,8.27,1428.08,0
50.37,2.09,5.39,1479.71,0
59.89,4.05,5.94,1363.28,0
60.08,2.49,7.72,1364.35,0
109.51,13.27,18.76,1118.37,2
51.85,2.94,10.15,1442.06,0
40.88,3.61,8.74,1418.9,0
88.77,8.92,21.72,1260.45,2
46.25,2.64,10.81,1379.83,0
55.08,4.0,11.34,1415.69,0
59.81,2.23,5.25,1489.92,0
56.69,4.58,6.25,1427.2,0
41.45,4.46,9.21,1456.21,0
62.84,2.87,6.94,1476.38,0
56.71,2.09,5.14,1359.97,0
44.96,2.89,8.44,1352.77,0
71.66,8.22,11.85,1377.64,1
45.2,2.59,5.78,1354.78,0
64.5,4.31,5.87,1426.12,0
63.99,2.01,5.5,1423.87,0
62.16,3.66,10.84,1328.83,1
70.94,7.06,11.43,1404.35,1
62.31,3.8,6.04,1480.17,0
63.58,4.95,8.68,1434.21,0
73.68,4.89,12.34,1295.51,1
46.87,1.91,11.21,1447.12,0
56.82,2.47,7.26,1419.19,0
51.61,3.5,11.08,1350.46,0
78.63,6.87,8.72,1442.32,1
46.32,1.8,9.95,1473.0,0
48.36,2.38,10.32,1437.64,0
42.38,2.64,11.6,1415.39,0
58.55,4.39,7.96,1395.44,0
49.81,2.08,5.35,1464.54,0
50.1,3.08,10.77,1437.84,0
64.5,2.97,7.3,1445.01,0
60.25,1.88,5.07,1426.21,0
77.11,5.25,14.99,1372.48,1
56.92,4.37,11.29,1420.2,0
41.45,3.98,8.51,1405.45,0
72.59,5.14,12.62,1338.19,1
57.38,2.64,11.13,1394.7,0
75.39,4.42,11.02,1366.14,1
57.6,1.02,6.17,1456.96,0
70.39,5.0,14.45,1355.98,1
79.39,9.12,21.77,1219.12,2
55.14,1.38,11.19,1431.57,0
55.5,3.05,5.8,1447.37,0
89.09,13.73,19.15,1199.95,2
44.11,4.13,5.86,1445.24,0
62.38,1.08,10.42,1387.94,0
64.59,3.28,6.42,1393.92,0
64.17,3.79,5.58,1479.44,0
43.93,2.8,7.49,1452.33,0
45.45,4.85,8.74,1406.75,0
57.93,4.51,10.89,1467.9,0
57.84,1.66,10.18,1371.2,0
48.79,4.55,5.42,1495.82,0
88.53,14.08,15.39,1132.05,2
46.78,4.42,7.43,1495.96,0
60.24,4.29,9.96,1369.69,0
64.24,4.6,8.97,1469.0,0
58.2,1.06,10.57,1353.46,0
54.46,2.88,5.99,1461.18,0
82.79,5.52,8.4,1286.7,1
104.68,14.44,19.49,1218.01,2
49.33,1.6,8.91,1487.6,0
61.77,1.07,8.82,1459.17,0
58.16,8.03,13.37,1398.49,1
57.77,4.52,8.79,1409.01,0
48.55,2.91,11.98,1411.26,0
64.52,2.4,8.17,1370.03,0
60.35,1.42,6.55,1425.55,0
49.22,3.69,5.63,1380.83,0
61.74,5.02,9.79,1356.87,1
50.84,4.39,7.54,1469.09,0
54.04,1.05,7.88,1361.01,0
51.58,2.99,8.8,1395.09,0
46.93,3.93,10.06,1432.81,0
62.46,3.52,10.19,1475.47,0
62.92,3.57,5.23,1499.51,0
55.07,4.94,11.56,1479.32,0
55.83,7.77,14.8,1350.63,1
58.79,3.27,6.92,1421.17,0
84.59,5.65,12.15,1368.71,1
64.85,5.96,15.33,1442.46,1
62.43,4.6,9.43,1400.85,0
51.59,4.01,7.79,1372.63,0
45.62,4.85,7.35,1390.27,0
50.88,1.29,8.49,1424.15,0
79.0,8.99,10.06,1290.51,1
80.2,4.87,9.3,1344.43,1
42.73,4.65,7.31,1460.01,0
64.02,3.68,6.23,1421.07,0
56.18,4.02,7.25,1423.45,0
51.65,3.17,10.66,1441.9,0
94.0,8.44,21.93,1113.6,2
55.76,1.28,8.1,1395.47,0
64.77,4.03,8.1,1456.11,0
90.0,10.65,17.31,1239.87,2
59.15,2.29,6.67,1447.28,0
46.42,1.21,5.07,1353.32,0
55.26,1.11,9.96,1460.04,0
61.24,1.78,7.89,1433.74,0
48.72,4.04,7.51,1493.49,0
52.04,1.22,11.84,1468.59,0
70.63,7.68,12.43,1280.6,1
64.57,3.57,10.02,1496.49,0
65.37,5.06,15.55,1435.48,1
63.77,2.63,8.27,1357.91,0
44.66,1.59,9.42,1388.32,0
62.61,4.61,6.38,1407.09,0
59.34,1.52,11.79,1418.07,0
108.05,14.27,15.03,1305.48,2
96.12,9.42,24.2,1301.29,2
45.52,1.16,5.25,1376.28,0
64.79,4.08,6.47,1425.22,0
51.24,4.48,11.15,1401.56,0
48.12,1.3,10.63,1499.6,0
55.43,4.88,10.09,1488.39,0
46.13,2.02,5.66,1408.27,0
68.39,5.65,13.35,1389.78,1
46.33,4.82,5.2,1379.96,0
52.36,4.66,6.48,1371.64,0
59.22,5.95,11.37,1391.91,1
58.46,4.51,7.83,1399.05,0
41.82,4.35,6.22,1360.62,0
58.98,1.36,8.45,1485.16,0
48.58,4.27,11.77,1419.13,0
47.08,2.39,10.84,1390.51,0
53.88,1.97,5.37,1490.88,0
62.94,3.69,14.8,1397.5,1
71.7,8.62,9.41,1414.64,1
43.82,3.51,5.52,1378.45,0
61.09,4.92,10.55,1478.07,0
41.34,2.97,7.31,1411.23,0
64.25,8.93,12.84,1423.55,1
59.68,7.74,8.51,1312.99,1
57.66,3.74,8.61,1419.65,0
105.8,11.38,18.59,1171.61,2
61.67,4.81,9.73,1432.34,0
59.11,2.06,5.15,1362.33,0
51.88,3.82,11.27,1424.06,0
50.61,1.63,7.98,1430.61,0
84.04,5.87,13.82,1343.02,1
57.75,1.22,9.42,1464.7,0
105.59,14.98,17.45,1285.29,2
46.37,3.98,11.52,1373.78,0
43.07,2.29,10.96,1407.16,0
48.09,1.74,9.04,1373.23,0
52.06,3.76,6.7,1430.23,0
57.65,2.53,7.24,1498.75,0
56.73,4.33,6.05,1355.79,0
47.23,2.38,6.28,1387.89,0
58.94,1.47,10.83,1455.84,0
40.09,3.13,5.75,1408.76,0
57.38,2.62,8.0,1457.64,0
63.14,2.16,8.05,1402.55,0
60.21,2.52,10.87,1388.92,0
98.43,14.38,24.72,1209.36,2
41.44,1.75,8.92,1479.93,0
60.01,1.26,8.95,1396.03,0
56.09,4.69,8.48,1460.04,0
83.01,4.25,15.96,1411.49,1
47.46,2.67,9.65,1381.47,0
81.4,5.76,12.99,1344.05,1
43.31,1.79,6.66,1394.98,0
45.36,3.16,8.52,1421.36,0
50.09,1.94,10.73,1400.6,0
41.34,1.2,9.68,1377.94,0
109.17,12.95,22.55,1223.95,2
43.94,2.82,11.94,1481.93,0
75.86,7.81,15.08,1408.86,1
50.19,4.75,7.64,1449.61,0
84.91,5.58,10.56,1434.13,1
44.99,1.15,9.5,1389.38,0
56.43,4.32,13.65,1413.05,1
42.02,4.07,9.09,1362.93,0
52.99,4.99,5.95,1451.32,0
72.63,3.23,9.71,1293.39,1
61.45,2.87,8.71,1463.09,0
70.18,8.9,8.94,1350.13,1
44.82,3.15,10.98,1486.7,0
62.98,3.48,11.0,1368.24,0
64.64,4.53,11.7,1401.39,0
48.79,1.66,11.19,1498.28,0
55.52,4.56,8.47,1473.71,0
104.73,13.91,20.12,1273.68,2
59.56,5.75,10.81,1295.94,1
43.89,3.32,9.22,1412.76,0
70.15,6.92,12.78,1388.49,1
74.46,6.82,12.43,1281.94,1
52.58,2.98,6.22,1459.98,0
46.2,1.2,9.32,1456.57,0
46.22,4.77,7.09,1466.33,0
51.06,1.46,10.86,1354.14,0
53.14,3.79,11.3,1468.83,0
50.61,4.96,11.12,1444.94,0
59.1,4.37,15.06,1283.42,1
62.05,7.06,11.45,1299.5,1
63.93,3.61,11.19,1433.45,0
59.33,1.9,5.65,1439.58,0
43.97,3.35,6.38,1418.64,0
53.93,2.02,11.58,1444.33,0
53.54,4.37,10.33,1358.74,0
53.69,2.92,11.97,1400.63,0
55.78,2.12,5.62,1425.76,0
46.77,1.32,11.95,1373.43,0
63.85,1.45,6.45,1494.38,0
80.13,5.91,8.67,1343.19,1
47.38,1.28,7.89,1442.43,0
50.31,3.38,5.23,1435.12,0
59.04,4.46,9.22,1472.39,0
54.83,3.17,5.69,1397.82,0
87.16,14.34,24.48,1308.78,2
63.79,3.12,11.66,1464.68,0
52.41,4.91,5.45,1360.51,0
60.41,4.09,7.43,1453.54,0
59.19,7.77,9.61,1307.82,1
104.77,13.75,19.69,1146.65,2
50.46,2.38,8.49,1418.64,0
62.55,1.91,5.35,1459.72,0
55.93,1.28,7.53,1430.22,0
46.32,1.16,7.82,1490.28,0
60.77,2.71,7.96,1388.0,0
48.52,1.19,11.06,1375.47,0
51.39,4.99,9.28,1467.97,0
64.9,3.73,9.34,1498.46,0
79.63,9.09,15.42,1157.28,2
62.72,5.83,8.14,1293.41,1
40.07,2.26,6.03,1383.0,0
45.36,1.26,9.02,1443.3,0
48.88,1.62,9.84,1494.03,0
82.02,5.53,10.21,1380.7,1
60.11,3.46,6.42,1366.54,0
55.4,2.9,7.74,1487.32,0
43.07,1.98,5.54,1462.75,0
40.11,4.88,11.6,1422.55,0
84.68,5.83,15.76,1373.05,1
41.64,1.91,6.73,1422.61,0
63.41,2.16,9.82,1400.72,0
43.14,2.96,11.35,1499.33,0
42.03,4.79,10.85,1396.78,0
51.55,3.09,9.35,1365.06,0
59.58,4.64,7.59,1462.69,0
76.0,5.76,10.2,1328.45,1
42.14,3.16,11.37,1350.98,0
70.43,4.5,13.56,1436.94,1
57.44,2.73,11.48,1425.29,0
45.81,3.4,6.85,1388.29,0
56.29,7.99,14.7,1421.59,1
59.52,2.46,10.15,1426.95,0
53.43,3.35,10.22,1414.75,0
97.79,9.38,19.48,1209.24,2
80.69,4.86,11.14,1340.61,1
50.57,3.53,9.01,1413.32,0
83.11,5.05,10.38,1319.79,1
71.29,6.15,15.69,1383.0,1
94.8,8.92,19.06,1172.45,2
73.3,4.88,10.17,1381.6,1
43.36,2.91,11.75,1463.23,0
61.54,4.77,8.63,1402.85,0
63.52,3.85,10.57,1485.69,0
93.74,14.0,15.58,1215.83,2
44.43,4.49,10.2,1448.91,0
41.0,1.22,7.44,1443.12,0
54.19,2.14,7.65,1472.34,0
58.17,4.19,14.66,1402.58,1
60.82,1.5,5.91,1433.52,0
44.7,3.5,7.36,1381.68,0
62.32,4.88,11.14,1451.57,0
41.95,3.97,5.95,1443.37,0
54.89,3.59,7.97,1453.75,0
57.91,4.84,6.16,1499.61,0
45.52,3.39,10.15,1499.75,0
57.44,2.41,5.73,1459.55,0
62.9,3.03,5.02,1382.83,0
49.24,2.46,5.86,1364.72,0
100.64,13.95,15.83,1184.47,2
81.2,9.02,19.21,1110.94,2
51.76,4.68,6.85,1431.28,0
44.16,2.88,11.99,1403.41,0
58.57,3.83,11.16,1413.88,0
41.96,3.73,9.29,1446.4,0
58.46,2.09,9.37,1454.36,0
50.0,4.73,6.56,1368.22,0
58.13,2.21,10.22,1401.51,0
52.3,2.68,11.43,1403.96,0
49.04,3.82,8.59,1487.92,0
77.77,4.78,11.41,1311.61,1
